ID;Maker; Genmodel; Genmodel_ID;Adv_year;Adv_month;Color;Reg_year;Bodytype;Runned_Miles;Engin_size;Gearbox;Fuel_type;Price;Seat_num;Door_num;issue;issue_id;Adv_day;breakdown_date;repair_complexity;repair_cost;repair_hours;repair_date;value
2896;Ford;Fiesta;29_13;2018;8;Pink;2008.0;Hatchback;76400;1.4L;Manual;Petrol;3490.0;5.0;3.0;Brake Pads Worn;0;14;2018-08-14;1;41.745;2.0;2018-08-14;3310.3544220183303
12950;Fiat;Punto;28_19;2018;8;Red;2002.0;Hatchback;33153;1.2L;Manual;Petrol;1250.0;5.0;5.0;Tyre Alignment;0;26;2018-08-26;1;10.125;0.5;2018-08-26;1187.4497283970584
44571;Ford;Mondeo;29_27;2018;4;Red;2014.0;Hatchback;69496;2.0L;Manual;Diesel;8920.0;5.0;5.0;Alternator Failing;0;6;2018-04-06;1;218.4;2.0;2018-04-06;8475.895581946854
20109;Ford;Focus;29_14;2018;6;White;2012.0;Hatchback;23650;1.6L;Manual;Petrol;7995.0;5.0;5.0;Excessive Emissions;0;16;2018-06-16;1;27.1955;1.0;2018-06-16;7598.812245279353
46697;Fiat;500;28_2;2018;8;Blue;2017.0;Hatchback;11959;1.2L;Automatic;Petrol;9100.0;4.0;3.0;Brake Pads Worn;0;8;2018-08-08;1;-44.55;2.0;2018-08-08;8641.043631717446
25366;Honda;CR-V;34_3;2018;3;Black;2016.0;SUV;15465;2.0L;Manual;Petrol;19450.0;5.0;5.0;Tyre Alignment;0;22;2018-03-22;1;11.945;0.5;2018-03-22;18470.08507527944
43793;Honda;Jazz;34_11;2018;7;Yellow;2015.0;Hatchback;33757;1.3L;Manual;Petrol;9491.0;5.0;5.0;Gear Box Issue;0;21;2018-07-21;1;424.4768510263036;488.216911517264;2018-07-23;9013.1761683706
4897;Ford;Focus;29_14;2018;8;Orange;2008.0;Hatchback;55000;2.5L;Manual;Petrol;8250.0;5.0;3.0;Alternator Failing;0;15;2018-08-15;1;205.0;2.0;2018-08-15;7834.767175886766
6789;Honda;CR-V;34_3;2018;8;Blue;2018.0;SUV;11239;1.6L;Manual;Diesel;20995.0;5.0;5.0;Excessive Emissions;0;26;2018-08-26;1;38.8955;1.0;2018-08-26;19939.862548129608
42791;Citroen;C3 Aircross;18_9;2018;5;Black;2018.0;SUV;10;1.2L;Manual;Petrol;14998.0;5.0;5.0;Sensor Malfunction;0;28;2018-05-28;2;869.9000000000001;6.0;2018-05-29;14240.80451570207
23622;Ford;Ka;29_23;2018;5;Black;2015.0;Hatchback;20000;1.2L;Manual;Petrol;5000.0;4.0;3.0;Electrical Issue;2;3;2018-05-03;1;20.0;0.5;2018-05-03;4759.260086210334
19121;Citroen;C3;18_8;2021;4;Black;2019.0;Hatchback;10530;1.2L;Manual;Petrol;10166.0;5.0;5.0;Excessive Emissions;0;18;2021-04-18;2;49.1494;2.0;2021-04-18;9657.242491010487
37536;Bentley;Continental;10_5;2018;3;Silver;2004.0;Coupe;61500;6.0L;Automatic;Petrol;26250.0;4.0;2.0;Warning Light;0;20;2018-03-20;3;802.5;27.0;2018-03-26;24944.307748587264
169;Ford;Mondeo;29_27;2018;8;Blue;2007.0;Hatchback;159000;2.2L;Manual;Diesel;879.0;5.0;5.0;Flat Tyres;0;1;2018-08-01;1;20.2637;1.0;2018-08-01;833.6270546198232
43755;Citroen;DS5;21_5;2018;4;Grey;2015.0;Hatchback;20516;1.6L;Manual;Diesel;12695.0;18.0;0.0;Alternator Failing;0;13;2018-04-13;2;333.9;4.0;2018-04-14;12064.803894220768
13515;Ford;Ka;29_23;2018;5;Blue;2014.0;Hatchback;11000;1.2L;Manual;Petrol;5895.0;4.0;3.0;Alternator Failing;0;23;2018-05-23;1;157.9;2.0;2018-05-23;5604.014318762087
28172;Ford;Fiesta;29_13;2018;8;Blue;2008.0;Hatchback;78000;2.0L;Manual;Petrol;2495.0;5.0;3.0;Radiator Leaking;0;20;2018-08-20;1;89.9;2.0;2018-08-20;2373.754986724436
19822;Ford;Mondeo;29_27;2018;4;Black;2003.0;Hatchback;64000;3.0L;Manual;Petrol;3499.0;5.0;5.0;Windscreen Crack;0;8;2018-04-08;1;22.0994;1.0;2018-04-08;3312.944374811897
22535;Dodge;Nitro;26_6;2018;2;Red;2007.0;SUV;58920;2.8L;Manual;Diesel;4975.0;5.0;5.0;Electrical Issue;1;20;2018-02-20;4;164.975;8.0;2018-02-22;4725.045497528882
2663;Fiat;Punto Evo;28_20;2018;4;Black;2010.0;Hatchback;58000;1.4L;Manual;Petrol;3295.0;4.0;5.0;     Transmission Issue     ;1;26;2018-04-26;1;89.885;4.0;2018-04-27;3124.54429526837
25915;Ford;Kuga;29_25;2018;4;Silver;2015.0;SUV;36259;2.0L;Manual;still_Diesel_but_you_found_an_easteregg;14799.0;5.0;5.0;Windscreen Crack;0;20;2018-04-20;1;28.8794;1.0;2018-04-20;14059.846182164074
597;Fiat;500;28_2;2018;4;White;2008.0;Hatchback;56000;1.4L;Manual;Petrol;3550.0;4.0;3.0;Gear Box Issue;0;11;2018-04-11;1;75.5;2.0;2018-04-11;3367.952945050592
45759;Fiat;500;28_2;2018;8;Black;2013.0;Hatchback;59972;1.2L;Manual;Petrol;4499.0;4.0;3.0;  Gear Box Issue  ;0;1;2018-08-01;1;84.99000000000001;2.0;2018-08-01;4270.3331762591
16379;Ford;Focus;29_14;2018;2;Gelb;2017.0;Estate;11000;1.0L;Manual;Petrol;14900.0;5.0;5.0;Radiator Leaking;0;22;2018-02-22;1;338.0;2.0;2018-02-22;14154.250233892391
19056;Ford;Focus;29_14;2018;6;Silver;2004.0;Hatchback;133042;1.6L;Manual;Petrol;1295.0;5.0;5.0;Starter Motor Issue;0;9;2018-06-09;1;72.95;3.0;2018-06-09;1228.8540717419098
14194;Ford;Kuga;29_25;2018;3;Black;2009.0;SUV;95000;2.0L;Manual;Diesel;6500.0;5.0;5.0;Radiator Leaking;0;16;2018-03-16;1;170.0;2.0;2018-03-16;6172.902746811882
49025;Ford;Kuga;29_25;2018;1;Gelb;2017.0;SUV;3000;2.0L;Automatic;still_Diesel_but_you_found_an_easteregg;27995.0;5.0;5.0;Windscreen Crack;0;8;2018-01-08;1;-185.05122213491973;1.0;2018-01-08;26593.67716162617
28495;Ford;Focus;29_14;2018;7;Red;2015.0;Hatchback;36284;1.0L;Manual;Petrol;7495.0;5.0;5.0;Tyre Alignment;0;1;2018-07-01;1;10.7495;0.5;2018-07-01;7115.877942190738
6272;Citroen;C5;18_15;2018;5;Grey;2008.0;Saloon;90123;2.0L;Automatic;Diesel;2995.0;5.0;4.0;Electrical Issue;4;5;2018-05-05;2;88.985;4.0;2018-05-06;2845.7219040789423
4956;Fiat;500X;28_5;2018;8;Black;2016.0;SUV;31500;1.6L;Manual;Petrol;8990.0;5.0;5.0;Radiator Leaking;0;24;2018-08-24;1;-219.8;2.0;2018-08-24;8539.501045285646
5011;Citroen;C3;18_8;2018;2;White;2017.0;Hatchback;4304;1.6L;Manual;Diesel;13495.0;5.0;5.0;Excessive Emissions;0;12;2018-02-12;2;-52.1455;2.0;2018-02-12;12823.100642506646
20791;Fiat;Grande Punto;28_15;2018;8;Grey;2008.0;Hatchback;86000;1.2L;Manual;Petrol;1295.0;5.0;3.0;Brake Pads Worn;0;5;2018-08-05;1;-40.6475;2.0;2018-08-05;1227.8455680246675
5789;Ford;Focus;29_14;2021;5;Silver;2019.0;Hatchback;19330;1.5L;Manual;Petrol;15809.0;5.0;5.0;Excessive Emissions;0;2;2021-05-02;1;34.2281;1.0;2021-05-02;15009.282511724154
46956;Ferrari;458;27_6;2018;4;Black;2014.0;Coupe;6412;4.5L;Automatic;Petrol;319950.0;2.0;2.0;Tyre Alignment;0;17;2018-04-17;3;61.995000000000005;1.5;2018-04-17;303952.29727304133
16678;Ford;Fiesta;29_13;2021;4;Grey;2019.0;Hatchback;4101;1.5L;Manual;Petrol;17533.0;5.0;5.0;Flat Tyres;0;19;2021-04-19;1;25.2599;1.0;2021-04-19;16656.37624033559
43299;Ford;Ka;29_23;2018;7;Blue;2009.0;Hatchback;-534;1.2L;Manual;Petrol;3495.0;4.0;3.0;Radiator Leaking;0;20;2018-07-20;1;109.9;2.0;2018-07-20;3318.463954149629
39866;Ford;Fiesta;29_13;2018;8;Blue;2004.0;Hatchback;68000;1.4L;Manual;Petrol;800.0;5.0;5.0;  Flat Tyres  ;0;8;2018-08-08;1;20.24;1.0;2018-08-08;755.9941967651664
38181;Citroen;Grand C4 Picasso;18_24;2018;8;White;2013.0;MPV;47000;1.6L;Manual;Diesel;6995.0;7.0;5.0;Alternator Failing;0;20;2018-08-20;2;219.9;4.0;2018-08-21;6642.564796080853
27526;Ford;Kuga;29_25;2018;3;Grey;2014.0;SUV;35322;2.0L;Manual;Diesel;11990.0;5.0;5.0;Brake Pads Worn;0;13;2018-03-13;1;45.995;2.0;2018-03-13;11400.130640344452
18993;Citroen;C3;18_8;2018;4;Blue;2004.0;Hatchback;58451;1.4L;Automatic;Petrol;1850.0;5.0;5.0;Alternator Failing;0;26;2018-04-26;2;117.0;4.0;2018-04-27;1757.6630211795284
41395;Citroen;C4;18_12;2018;2;Black;2008.0;Hatchback;82000;1.6L;Manual;Petrol;1400.0;5.0;5.0;Starter Motor Issue;0;10;2018-02-10;2;-134.0;6.0;2018-02-11;1326.1208005351557
31344;Honda;CR-V;34_3;2018;8;Silver;2003.0;SUV;160000;2.0L;Manual;Petrol;1250.0;5.0;5.0;Windscreen Crack;0;10;2018-08-10;1;20.75;1.0;2018-08-10;1185.7481464339924
20618;Bentley;Continental;10_5;2018;4;White;2011.0;Convertible;54000;6.0L;Automatic;Petrol;69990.0;4.0;2.0;Excessive Emissions;0;11;2018-04-11;3;122.991;3.0;2018-04-11;66484.96380232381
13943;Ford;Ka+;29_24;2018;8;Blue;2017.0;Hatchback;6584;1.2L;Manual;Petrol;8495.0;5.0;5.0;Engine Issue;1;26;2018-08-26;1;1859.0;8.0;2018-08-28;8072.425770580493
38445;Ford;Focus;29_14;2018;6;Yellow;2017.0;Hatchback;4500;2.0L;Manual;Petrol;21000.0;5.0;5.0;Brake Pads Worn;0;10;2018-06-10;1;50.5;2.0;2018-06-10;19942.30999796764
36142;Ford;Mondeo;29_27;2018;3;Grey;2010.0;Hatchback;137200;1.8L;Manual;Diesel;2490.0;5.0;5.0;Flat Tyres;0;9;2018-03-09;1;20.747;1.0;2018-03-09;2364.6967316592822
3385;Bentley;Continental;10_5;2018;8;Green;2018.0;Coupe;257;6.0L;Automatic;Petrol;208000.0;4.0;2.0;Flat Tyres;0;21;2018-08-21;3;432.8229603202751;3.0;2018-08-21;197599.54361835605
35206;Ford;Focus;29_14;2018;7;Silver;2015.0;Hatchback;36293;1.5L;Manual;still_Diesel_but_you_found_an_easteregg;9970.0;5.0;5.0;     Transmission Issue     ;3;2;2018-07-02;1;249.73;8.0;2018-07-04;9476.167324600656
38481;Ford;Focus;29_14;2018;3;Gelb;2010.0;Hatchback;63000;2.5L;Manual;Petrol;18995.0;4.0;3.0;     Alternator Failing     ;0;2;2018-03-02;1;419.9;2.0;2018-03-02;18051.861868260883
9791;Citroen;C3;18_8;2021;2;Grey;2019.0;Hatchback;13763;1.2L;Manual;Petrol;10299.0;5.0;5.0;Radiator Leaking;0;4;2021-02-04;2;285.98;4.0;2021-02-05;9787.442608035297
5109;Ford;Mondeo;29_27;2021;6;Silver;2019.0;Estate;22817;2.0L;Automatic;Diesel;17990.0;5.0;5.0;Gear Box Issue;0;13;2021-06-13;1;219.9;2.0;2021-06-13;17088.169421689745
50457;Citroen;C3 Picasso;18_10;2018;4;Grey;2015.0;MPV;38000;1.4L;Manual;Petrol;6995.0;5.0;5.0;Brake Pads Worn;0;12;2018-04-12;2;83.4975;4.0;2018-04-13;6645.397941133466
42764;Ford;Mondeo;29_27;2018;5;Silver;2010.0;Estate;118800;2.0L;Manual;Diesel;3995.0;5.0;5.0;Transmission Issue;2;17;2018-05-17;1;87.965;3.0;2018-05-17;3790.916794318194
15693;Bentley;Continental;10_5;2021;5;Blue;2019.0;Convertible;10700;6.0L;Automatic;Petrol;199898.0;4.0;2.0;Sensor Malfunction;0;6;2021-05-06;3;10174.9;9.0;2021-05-08;189899.5735301381
12809;Dacia;Sandero Stepway;22_4;2018;7;White;2014.0;Hatchback;23000;0.9L;Manual;Petrol;6695.0;5.0;5.0;Windscreen Crack;0;2;2018-07-02;1;126.95517478265864;1.0;2018-07-02;6368.570475476286
38039;Ford;Focus;29_14;2018;4;Gelb;2007.0;Hatchback;85000;1.8L;Manual;Petrol;1850.0;5.0;5.0;  Gear Box Issue  ;0;9;2018-04-09;1;58.5;2.0;2018-04-09;1761.069479826312
22144;Ford;Kuga;29_25;2018;1;Silver;2015.0;SUV;24711;2.0L;Manual;still_Diesel_but_you_found_an_easteregg;14795.0;5.0;5.0;Starter Motor Issue;0;23;2018-01-23;1;207.95;3.0;2018-01-23;14053.496394599706
44681;Ford;Focus;29_14;2021;5;Silver;2019.0;Hatchback;12989;1.0L;Manual;Petrol;13495.0;5.0;5.0;Starter Motor Issue;0;8;2021-05-08;1;-194.95;3.0;2021-05-08;12818.16453792238
24397;Daihatsu;Terios;24_8;2018;2;Multicolour;2003.0;SUV;57000;1.3L;Manual;Petrol;1895.0;4.0;5.0;Engine Issue;3;15;2018-02-15;3;909.5;36.0;2018-02-24;1798.882680638413
43080;Citroen;Grand C4 Picasso;18_24;2018;6;Grey;2015.0;MPV;25000;1.6L;Automatic;Diesel;11250.0;5.0;5.0;Tyre Alignment;0;2;2018-06-02;2;110.44589305499063;1.0;2018-06-02;10679.140566606737
1831;Citroen;DS3;21_1;2018;5;Purple;2015.0;Hatchback;98000;1.6L;Manual;Diesel;5496.0;5.0;3.0;Steering Wheel Shaking;0;25;2018-05-25;2;-45.496;2.0;2018-05-25;5213.726555576711
21467;Fiat;500;28_2;2018;5;Grey;2009.0;Hatchback;57000;1.3L;Manual;Diesel;3495.0;4.0;3.0;Engine Issue;3;18;2018-05-18;1;589.5;12.0;2018-05-21;3316.1661259461894
33833;Ford;Focus C-Max;29_15;2018;2;Black;2007.0;MPV;46000;2.0L;Automatic;Petrol;3290.0;5.0;5.0;Excessive Emissions;0;24;2018-02-24;1;22.961;1.0;2018-02-24;3119.522559475404
39777;Ford;Mondeo;29_27;2018;4;Blue;2015.0;Estate;49680;2.0L;Manual;Diesel;11300.0;5.0;5.0;Excessive Emissions;0;22;2018-04-22;1;30.17;1.0;2018-04-22;10733.517308834102
13855;Ford;Focus;29_14;2018;4;Silver;2005.0;Hatchback;141000;1.6L;Manual;Petrol;390.0;5.0;3.0;Starter Motor Issue;0;14;2018-04-14;1;63.9;3.0;2018-04-14;370.0412062855966
27448;Ford;Ka;29_23;2018;7;White;2012.0;Hatchback;60524;1.2L;Manual;Petrol;3495.0;4.0;3.0;Starter Motor Issue;0;17;2018-07-17;1;94.95;3.0;2018-07-17;3322.688019550784
30695;Ford;Fiesta;29_13;2018;8;Black;2005.0;Hatchback;68000;1.4L;Manual;Petrol;1695.0;5.0;5.0;     Excessive Emissions     ;0;18;2018-08-18;1;21.5255;1.0;2018-08-18;1615.8096209206572
32198;Ford;Kuga;29_25;2018;3;White;2016.0;SUV;23957;2.0L;Manual;Diesel;12895.0;5.0;5.0;Transmission Issue;1;13;2018-03-13;1;118.685;4.0;2018-03-14;12247.45302021541
14843;Citroen;DS3;21_1;2018;7;Grey;2011.0;Hatchback;101045;1.6L;Manual;Diesel;4495.0;4.0;3.0;Alternator Failing;0;10;2018-07-10;2;169.9;4.0;2018-07-11;4269.446747539057
21460;Ford;Kuga;29_25;2018;3;Black;2016.0;SUV;17793;2.0L;Manual;still_Diesel_but_you_found_an_easteregg;13990.0;5.0;5.0;Flat Tyres;0;5;2018-03-05;1;24.197;1.0;2018-03-05;13283.81927741294
2398;Ford;Kuga;29_25;2018;5;White;2013.0;SUV;77268;2.0L;Manual;Diesel;9500.0;5.0;5.0;Warning Light;0;3;2018-05-03;1;-275.0;9.0;2018-05-05;9031.279222970496
28729;Dacia;Duster;22_1;2018;8;Blue;2014.0;SUV;76700;1.5L;Manual;Diesel;6250.0;5.0;5.0;Tyre Alignment;0;2;2018-08-02;1;-10.625;0.5;2018-08-02;5931.575398634964
30544;Ford;Focus;29_14;2018;6;Red;2013.0;Hatchback;22243;1.6L;Automatic;Petrol;7690.0;5.0;5.0;Windscreen Crack;0;13;2018-06-13;1;-24.614;1.0;2018-06-13;7299.643130149997
42243;Citroen;Grand C4 Picasso;18_24;2018;6;Red;2015.0;MPV;54108;1.6L;Automatic;Diesel;9450.0;5.0;5.0;Sensor Malfunction;0;6;2018-06-06;2;592.5;6.0;2018-06-07;8976.428437242315
35574;Citroen;DS3;21_1;2017;7;Black;2015.0;Hatchback;83037;1.6L;Manual;Diesel;5790.0;5.0;3.0;Flat Tyres;0;18;2017-07-18;2;41.737;2.0;2017-07-18;5497.583508909615
27068;Ford;Mondeo;29_27;2018;6;Black;2014.0;Estate;34043;2.0L;Automatic;Diesel;11270.0;5.0;5.0;Engine Issue;3;26;2018-06-26;1;1367.0;12.0;2018-06-29;10710.346425191108
42011;Citroen;C3;18_8;2021;5;Grey;2019.0;Hatchback;15107;1.2L;Manual;Petrol;9599.0;5.0;5.0;Engine Issue;3;10;2021-05-10;2;1439.9;24.0;2021-05-16;9118.028078498915
43135;Honda;CR-V;34_3;2018;5;Black;2004.0;SUV;117000;2.0L;Manual;Petrol;1695.0;5.0;5.0;    Engine Issue    ;3;13;2018-05-13;1;409.5;12.0;2018-05-16;1611.932513251486
26278;Ford;Fiesta;29_13;2018;4;Black;2002.0;Hatchback;70000;1.4L;Manual;Petrol;600.0;5.0;5.0;     Gear Box Issue     ;0;1;2018-04-01;1;46.0;2.0;2018-04-01;562.7545132072947
6262;Ford;Grand C-Max;29_20;2018;4;Silver;2013.0;MPV;38843;2.0L;Automatic;Diesel;9000.0;7.0;5.0;Radiator Leaking;0;23;2018-04-23;1;220.0;2.0;2018-04-23;8546.082317681135
15075;Honda;CR-V;34_3;2018;8;Silver;2007.0;SUV;98000;2.0L;Automatic;Petrol;5850.0;5.0;5.0;Sensor Malfunction;0;26;2018-08-26;1;352.5;3.0;2018-08-26;5552.744440075998
23520;Ford;Fiesta;29_13;2018;7;Red;2010.0;Hatchback;91930;1.25L;Manual;Petrol;2895.0;5.0;5.0;    Windscreen Crack    ;0;9;2018-07-09;1;-98.9377631586968;75.0418106379915;2018-07-27;2755.6990553571613
32145;Ford;Ka;29_23;2018;8;Silver;2015.0;Hatchback;16000;1.2L;Manual;Petrol;5995.0;4.0;3.0;Warning Light;0;23;2018-08-23;1;239.95;9.0;2018-08-25;5694.9178441720505
19727;Ferrari;550;27_8;2018;4;Silver;2001.0;Coupe;37000;5.5L;Manual;Petrol;109975.0;20.0;0.0;Sensor Malfunction;0;15;2018-04-15;3;5678.75;9.0;2018-04-17;104472.35685993158
7322;Fiat;Panda;28_18;2018;5;Turquoise;2004.0;Hatchback;58000;1.2L;Manual;Petrol;1495.0;4.0;5.0;Tyre Alignment;0;12;2018-05-12;1;10.1495;0.5;2018-05-12;1419.576004080751
32881;Dacia;Sandero;22_3;2018;3;Black;2015.0;Hatchback;22729;1.2L;Manual;Petrol;5695.0;5.0;5.0;Warning Light;0;14;2018-03-14;1;236.95;9.0;2018-03-16;5417.474427305017
41928;Citroen;C4;18_12;2017;12;White;2016.0;Hatchback;49990;1.6L;Manual;Diesel;8995.0;5.0;5.0;Warning Light;0;9;2017-12-09;2;449.95;18.0;2017-12-13;8548.932787279677
5497;Ford;Focus;29_14;202;12;Black;2019.0;Hatchback;10000;1.5L;Manual;Petrol;15000.0;5.0;5.0;Radiator Leaking;0;20;2020-12-20;1;340.0;2.0;2020-12-20;14255.191657717884
2122;Citroen;DS3;21_1;2018;3;Black;2011.0;Hatchback;44280;1.6L;Manual;still_Diesel_but_you_found_an_easteregg;5250.0;5.0;3.0;Alternator Failing;0;20;2018-03-20;2;965.9132750079996;4.0;2018-03-21;4987.732776809718
53457;Citroen;C1;18_6;2021;3;White;2019.0;Hatchback;4000;1.0L;Manual;Petrol;8490.0;4.0;5.0;    Radiator Leaking    ;0;25;2021-03-25;2;249.8;4.0;2021-03-26;8063.526908600767
51051;Ford;Kuga;29_25;2018;7;Blue;2009.0;SUV;82666;2.0L;Manual;Diesel;5999.0;5.0;5.0;Engine Issue;1;4;2018-07-04;1;1359.8;8.0;2018-07-06;5695.946638393719
42862;Fiat;Grande Punto;28_15;2018;6;Blue;2007.0;Hatchback;107000;1.2L;Manual;Petrol;790.0;4.0;3.0;Gear Box Issue;0;22;2018-06-22;1;47.9;2.0;2018-06-22;748.788485348388
51963;Citroen;C4 Cactus;18_13;2017;12;Silver;2016.0;Hatchback;14890;1.2L;Manual;Petrol;9495.0;5.0;5.0;Starter Motor Issue;0;4;2017-12-04;2;214.95;6.0;2017-12-05;9015.73118280038
18237;Citroen;DS5;21_5;2018;5;Grey;2013.0;Hatchback;76019;2.0L;Manual;Diesel;7995.0;5.0;5.0;Gear Box Issue;0;16;2018-05-16;2;159.95;4.0;2018-05-17;7593.257864971904
48466;Ford;Galaxy;29_19;2018;5;Green;2014.0;MPV;13000;2.0L;Automatic;Diesel;14788.0;7.0;0.0;Brake Pads Worn;0;6;2018-05-06;1;47.394;2.0;2018-05-06;14050.330195609142
33667;DS;4 Crossback;21_4;2018;5;Grey;2018.0;Hatchback;10;1.6L;Manual;Diesel;16998.0;5.0;5.0;Starter Motor Issue;0;17;2018-05-17;2;-289.98;6.0;2018-05-18;16145.676308313934
22548;Ford;B-Max;29_1;2018;6;Red;2017.0;MPV;13831;1.0L;Manual;Petrol;12000.0;5.0;5.0;Electrical Issue;4;20;2018-06-20;1;76.0;2.0;2018-06-20;11402.05275855873
7856;Honda;CR-V;34_3;2018;5;Silver;2017.0;SUV;3000;2.0L;Automatic;Petrol;37349.0;5.0;5.0;Electrical Issue;1;25;2018-05-25;1;77.349;2.0;2018-05-25;35491.53681966141
9098;Ford;Ranger;29_30;2018;8;Black;2007.0;Pickup;175000;2.5L;Manual;Diesel;3794.0;4.0;4.0;Windscreen Crack;0;25;2018-08-25;1;22.2764;1.0;2018-08-25;3607.398809812824
32500;Ford;Fiesta;29_13;2018;7;Gelb;2018.0;Hatchback;7000;1.5L;Manual;Diesel;18495.0;5.0;5.0;Steering Wheel Shaking;0;19;2018-07-19;1;38.495000000000005;1.0;2018-07-19;17565.768958408655
41728;Citroen;C2;18_7;2018;5;Black;2008.0;Hatchback;107000;1.4L;Manual;Petrol;950.0;4.0;3.0;Excessive Emissions;0;17;2018-05-17;2;40.855;2.0;2018-05-17;896.0414444275814
15597;Ford;Focus;29_14;2021;6;Blue;2019.0;Hatchback;11279;1.0L;Manual;Petrol;16999.0;5.0;5.0;Flat Tyres;0;27;2021-06-27;1;25.0997;1.0;2021-06-27;16145.082577111223
11503;Ford;Focus;29_14;2021;2;Silver;2019.0;Hatchback;10804;1.0L;Manual;Petrol;15297.0;5.0;5.0;Flat Tyres;0;21;2021-02-21;1;-24.5891;1.0;2021-02-21;14535.011677106935
20377;Fiat;Grande Punto;28_15;2018;4;Green;2006.0;Hatchback;96898;1.9L;Manual;Diesel;2395.0;5.0;5.0;Steering Wheel Shaking;0;20;2018-04-20;1;22.395;1.0;2018-04-20;2274.5914056547163
48264;Honda;CR-V;34_3;2018;4;Gelb;2015.0;SUV;44565;2.2L;Automatic;Diesel;17995.0;5.0;5.0;Steering Wheel Shaking;0;28;2018-04-28;1;37.995000000000005;1.0;2018-04-28;17095.5522142507
13244;Ford;Focus;29_14;2018;7;Green;2003.0;Hatchback;85000;1.8L;Manual;Petrol;650.0;5.0;5.0;Sensor Malfunction;0;25;2018-07-25;1;92.5;3.0;2018-07-25;606.9010267329771
9544;Citroen;C3;18_8;2018;8;Red;2013.0;Hatchback;19200;1.2L;Manual;Petrol;4999.0;5.0;5.0;   Radiator Leaking   ;0;5;2018-08-05;2;179.98000000000002;4.0;2018-08-06;4747.376972670515
40632;Citroen;C1;18_6;2021;5;Blue;2019.0;Hatchback;3844;1.0L;Manual;Petrol;7999.0;4.0;5.0;Electrical Issue;3;3;2021-05-03;2;79.995;2.0;2021-05-03;7602.910496773656
38472;Ford;Fiesta;29_13;2018;5;Blue;2002.0;Hatchback;73000;1.3L;Manual;Petrol;895.0;5.0;3.0;Alternator Failing;0;17;2018-05-17;1;-57.900000000000006;2.0;2018-05-17;852.9804282653176
41382;Honda;Insight;34_9;2018;7;Blue;2012.0;Hatchback;48181;1.3L;Automatic;Hybrid  Petrol/Electric;8490.0;5.0;5.0;Electrical Issue;1;6;2018-07-06;1;-48.49;2.0;2018-07-06;8066.010633938443
51962;Ferrari;488;27_7;2018;5;Grey;2017.0;Convertible;1800;3.9L;Automatic;Petrol;239889.0;2.0;2.0;Excessive Emissions;0;6;2018-05-06;3;275.90009999999995;3.0;2018-05-06;227891.0467846268
36732;Ford;Ranger;29_30;2018;4;Black;2012.0;Pickup;43255;2.2L;Manual;Diesel;17450.0;4.0;2.0; Engine Issue ;2;16;2018-04-16;1;2937.5;16.0;2018-04-20;16575.116922021854
46098;Ford;Kuga;29_25;2018;5;Blue;2017.0;SUV;13489;2.0L;Manual;Diesel;21000.0;5.0;5.0;Radiator Leaking;0;22;2018-05-22;1;1503.235759506416;2.0;2018-05-22;19949.05264231865
28011;Ford;Focus;29_14;2018;3;Red;2013.0;Hatchback;105189;1.6L;Manual;Diesel;4995.0;5.0;5.0;Excessive Emissions;0;18;2018-03-18;1;24.4955;1.0;2018-03-18;4743.899134288732
21889;Citroen;C4 Cactus;18_13;2018;4;White;2015.0;Hatchback;30407;1.6L;Manual;still_Diesel_but_you_found_an_easteregg;7895.0;5.0;5.0;Transmission Issue;3;16;2018-04-16;2;391.055;16.0;2018-04-20;7496.845948874742
48231;Ford;Ranger;29_30;2018;6;White;2015.0;Pickup;38000;3.2L;Manual;Diesel;17394.0;4.0;4.0;Flat Tyres;0;12;2018-06-12;1;25.2182;1.0;2018-06-12;16520.89408549731
7841;Fiat;500L;28_4;2018;8;Yellow;2014.0;MPV;41100;1.6L;Manual;Diesel;6330.0;5.0;5.0;Steering Wheel Shaking;0;14;2018-08-14;1;26.33;1.0;2018-08-14;6015.380752660676
35758;Ford;Ka;29_23;2018;6;Red;2015.0;Hatchback;26000;1.2L;Manual;Petrol;5990.0;4.0;3.0;Transmission Issue;3;2;2018-06-02;1;213.91;8.0;2018-06-04;5694.9162056817095
48668;Ford;Focus;29_14;2018;8;Green;2009.0;Hatchback;64000;2.5L;Manual;Petrol;18990.0;4.0;3.0;Excessive Emissions;0;1;2018-08-01;1;37.091;1.0;2018-08-01;18043.19857062432
7177;Ford;C-Max;29_2;2018;8;Black;2014.0;MPV;26508;1.6L;Manual;Petrol;8449.0;5.0;5.0;Windscreen Crack;0;23;2018-08-23;1;-25.0694;1.0;2018-08-23;8013.370313967525
29531;Fiat;Bravo;28_10;2018;8;Black;2008.0;Hatchback;109000;1.4L;Manual;Petrol;1495.0;5.0;5.0;Starter Motor Issue;0;15;2018-08-15;1;438.696902524136;291.28022606171635;2018-08-27;1414.7808862578745
28629;Ford;Fiesta;29_13;2018;7;Blue;2005.0;Hatchback;77213;1.25L;Manual;Petrol;1495.0;5.0;5.0;Transmission Issue;2;17;2018-07-17;1;70.465;3.0;2018-07-17;1442.8091119932767
4974;Fiat;500;28_2;2018;7;Blue;2014.0;Hatchback;25882;1.2L;Manual;Petrol;5795.0;4.0;3.0;Transmission Issue;3;5;2018-07-05;1;212.155;8.0;2018-07-07;5508.4583623020135
